experiment,suite,condition,environment,model,phase,action_family,metric,seed_count,mean,sd,ci95_low,ci95_high,minimum,maximum
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,action_proposals,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,success,30,0.16735,0.07701356239717423,0.1411666666666667,0.19521666666666665,0.053,0.3135
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,steps,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,high_level_steps,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,primitive_steps,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,reward,30,0.16735,0.07701356239717423,0.14145,0.1954,0.053,0.3135
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,prediction_score,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,holdout_score,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,holdout_gain,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,imagined_nodes,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,imagination_depth,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,actual_return,30,0.16735,0.07701356239717423,0.1413,0.19531666666666667,0.053,0.3135
