experiment,suite,condition,environment,model,phase,action_family,metric,seed_count,mean,sd,ci95_low,ci95_high,minimum,maximum
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,high_level_steps,30,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,primitive_steps,30,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,reward,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,imagined_nodes,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,actual_return,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,runtime_seconds,30,0.00036673000108243694,1.9018695202906306e-05,0.0003604255555223467,0.0003734422236448154,0.0003405333263799548,0.0004257666684376697
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,real_transitions,30,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,imagined_transitions,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,action_proposals,30,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,novelty_score,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,success,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,steps,30,3.2334666666666667,0.04601329143308208,3.2168,3.2498666666666667,3.128,3.31
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,high_level_steps,30,3.2334666666666667,0.04601329143308208,3.2173333333333334,3.2489333333333335,3.128,3.31
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,primitive_steps,30,3.2334666666666667,0.04601329143308208,3.2171333333333334,3.249,3.128,3.31
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,reward,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,imagined_nodes,30,2.727933333333333,0.32452808531915933,2.6172,2.8463333333333334,1.97,3.35
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,actual_return,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,runtime_seconds,30,0.000902374193262464,0.00031845791591655735,0.0008333092933675895,0.0010256372198210253,0.0007877638000645675,0.0025741581989568657
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,real_transitions,30,3.2334666666666667,0.04601329143308208,3.217,3.2496,3.128,3.31
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,imagined_transitions,30,2.727933333333333,0.32452808531915933,2.6094,2.8429999999999995,1.97,3.35
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,action_proposals,30,3.2334666666666667,0.04601329143308208,3.2174666666666667,3.2501333333333333,3.128,3.31
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,novelty_score,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,full_aassr,multi_solution_dependency,online,training,causal_effect_graph,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,success,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,steps,30,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,high_level_steps,30,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,primitive_steps,30,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,reward,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,imagined_nodes,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,actual_return,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,runtime_seconds,30,0.00025770111080621267,1.65778031097685e-05,0.0002523455548928016,0.00026410666727719623,0.00023939999906967083,0.00032356666633859277
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,real_transitions,30,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,imagined_transitions,30,0.0,0.0,0.0,0.0,0.0,0.0
